Hospital,Date,Bed Type,Status,Count
All SF Acute Hospitals,5/19/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/19/2020,Acute Care Surge,Available,676
All SF Acute Hospitals,5/20/2020,Acute Care,Available,704
All SF Acute Hospitals,5/20/2020,Intensive Care,Available,95
All SF Acute Hospitals,5/20/2020,Intensive Care,COVID-19 (Confirmed & Suspected),31
All SF Acute Hospitals,5/20/2020,Intensive Care,Other Patients,153
All SF Acute Hospitals,5/20/2020,Acute Care,COVID-19 (Confirmed & Suspected),56
All SF Acute Hospitals,5/20/2020,Acute Care,Other Patients,542
All SF Acute Hospitals,5/20/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/20/2020,Acute Care Surge,Available,704
All SF Acute Hospitals,5/21/2020,Acute Care,Available,707
All SF Acute Hospitals,5/21/2020,Intensive Care,Available,84
All SF Acute Hospitals,5/21/2020,Intensive Care,COVID-19 (Confirmed & Suspected),31
All SF Acute Hospitals,5/21/2020,Intensive Care,Other Patients,164
All SF Acute Hospitals,5/21/2020,Acute Care,COVID-19 (Confirmed & Suspected),56
All SF Acute Hospitals,5/21/2020,Acute Care,Other Patients,539
All SF Acute Hospitals,5/21/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/21/2020,Acute Care Surge,Available,707
All SF Acute Hospitals,5/22/2020,Acute Care,Available,748
All SF Acute Hospitals,5/22/2020,Intensive Care,Available,86
All SF Acute Hospitals,5/22/2020,Intensive Care,COVID-19 (Confirmed & Suspected),26
All SF Acute Hospitals,5/22/2020,Intensive Care,Other Patients,167
All SF Acute Hospitals,5/22/2020,Acute Care,COVID-19 (Confirmed & Suspected),54
All SF Acute Hospitals,5/22/2020,Acute Care,Other Patients,500
All SF Acute Hospitals,5/22/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/22/2020,Acute Care Surge,Available,748
All SF Acute Hospitals,5/23/2020,Acute Care,Available,738
All SF Acute Hospitals,5/23/2020,Intensive Care,Available,99
All SF Acute Hospitals,5/23/2020,Intensive Care,COVID-19 (Confirmed & Suspected),31
All SF Acute Hospitals,5/23/2020,Intensive Care,Other Patients,149
All SF Acute Hospitals,5/23/2020,Acute Care,COVID-19 (Confirmed & Suspected),47
All SF Acute Hospitals,5/23/2020,Acute Care,Other Patients,517
All SF Acute Hospitals,5/23/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/23/2020,Acute Care Surge,Available,738
All SF Acute Hospitals,5/24/2020,Acute Care,Available,747
All SF Acute Hospitals,5/24/2020,Intensive Care,Available,97
All SF Acute Hospitals,5/24/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,5/24/2020,Intensive Care,Other Patients,155
All SF Acute Hospitals,5/24/2020,Acute Care,COVID-19 (Confirmed & Suspected),54
All SF Acute Hospitals,5/24/2020,Acute Care,Other Patients,501
All SF Acute Hospitals,5/24/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/24/2020,Acute Care Surge,Available,747
All SF Acute Hospitals,5/25/2020,Acute Care,Available,725
All SF Acute Hospitals,5/25/2020,Intensive Care,Available,95
All SF Acute Hospitals,5/25/2020,Intensive Care,COVID-19 (Confirmed & Suspected),35
All SF Acute Hospitals,5/25/2020,Intensive Care,Other Patients,149
All SF Acute Hospitals,5/25/2020,Acute Care,COVID-19 (Confirmed & Suspected),55
All SF Acute Hospitals,5/25/2020,Acute Care,Other Patients,522
All SF Acute Hospitals,5/25/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/25/2020,Acute Care Surge,Available,725
All SF Acute Hospitals,5/26/2020,Acute Care,Available,689
All SF Acute Hospitals,5/26/2020,Intensive Care,Available,76
All SF Acute Hospitals,5/26/2020,Intensive Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,5/26/2020,Intensive Care,Other Patients,165
All SF Acute Hospitals,5/26/2020,Acute Care,COVID-19 (Confirmed & Suspected),59
All SF Acute Hospitals,5/26/2020,Acute Care,Other Patients,554
All SF Acute Hospitals,5/26/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/26/2020,Acute Care Surge,Available,689
All SF Acute Hospitals,5/27/2020,Acute Care,Available,649
All SF Acute Hospitals,5/27/2020,Intensive Care,Available,77
All SF Acute Hospitals,5/27/2020,Intensive Care,COVID-19 (Confirmed & Suspected),29
All SF Acute Hospitals,5/27/2020,Intensive Care,Other Patients,173
All SF Acute Hospitals,5/27/2020,Acute Care,COVID-19 (Confirmed & Suspected),61
All SF Acute Hospitals,5/27/2020,Acute Care,Other Patients,592
All SF Acute Hospitals,5/27/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/27/2020,Acute Care Surge,Available,649
All SF Acute Hospitals,5/28/2020,Acute Care,Available,479
All SF Acute Hospitals,5/28/2020,Intensive Care,Available,92
All SF Acute Hospitals,5/28/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,5/28/2020,Intensive Care,Other Patients,160
All SF Acute Hospitals,5/28/2020,Acute Care,COVID-19 (Confirmed & Suspected),43
All SF Acute Hospitals,5/28/2020,Acute Care,Other Patients,780
All SF Acute Hospitals,5/28/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/28/2020,Acute Care Surge,Available,479
All SF Acute Hospitals,5/29/2020,Acute Care,Available,520
All SF Acute Hospitals,5/29/2020,Intensive Care,Available,81
All SF Acute Hospitals,5/29/2020,Intensive Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,5/29/2020,Intensive Care,Other Patients,174
All SF Acute Hospitals,5/29/2020,Acute Care,COVID-19 (Confirmed & Suspected),43
All SF Acute Hospitals,5/29/2020,Acute Care,Other Patients,739
All SF Acute Hospitals,5/29/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/29/2020,Acute Care Surge,Available,520
All SF Acute Hospitals,5/30/2020,Acute Care,Available,559
All SF Acute Hospitals,5/30/2020,Intensive Care,Available,79
All SF Acute Hospitals,5/30/2020,Intensive Care,COVID-19 (Confirmed & Suspected),27
All SF Acute Hospitals,5/30/2020,Intensive Care,Other Patients,173
All SF Acute Hospitals,5/30/2020,Acute Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,5/30/2020,Acute Care,Other Patients,705
All SF Acute Hospitals,5/30/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/30/2020,Acute Care Surge,Available,559
All SF Acute Hospitals,5/31/2020,Acute Care,Available,556
All SF Acute Hospitals,5/31/2020,Intensive Care,Available,84
All SF Acute Hospitals,5/31/2020,Intensive Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,5/31/2020,Intensive Care,Other Patients,173
All SF Acute Hospitals,5/31/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,5/31/2020,Acute Care,Other Patients,698
All SF Acute Hospitals,5/31/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,5/31/2020,Acute Care Surge,Available,556
All SF Acute Hospitals,6/1/2020,Acute Care,Available,524
All SF Acute Hospitals,6/1/2020,Intensive Care,Available,87
All SF Acute Hospitals,6/1/2020,Intensive Care,COVID-19 (Confirmed & Suspected),24
All SF Acute Hospitals,6/1/2020,Intensive Care,Other Patients,168
All SF Acute Hospitals,6/1/2020,Acute Care,COVID-19 (Confirmed & Suspected),41
All SF Acute Hospitals,6/1/2020,Acute Care,Other Patients,737
All SF Acute Hospitals,6/1/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/1/2020,Acute Care Surge,Available,524
All SF Acute Hospitals,6/2/2020,Acute Care,Available,459
All SF Acute Hospitals,6/2/2020,Intensive Care,Available,79
All SF Acute Hospitals,6/2/2020,Intensive Care,COVID-19 (Confirmed & Suspected),23
All SF Acute Hospitals,6/2/2020,Intensive Care,Other Patients,177
All SF Acute Hospitals,6/2/2020,Acute Care,COVID-19 (Confirmed & Suspected),46
All SF Acute Hospitals,6/2/2020,Acute Care,Other Patients,797
All SF Acute Hospitals,6/2/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/2/2020,Acute Care Surge,Available,459
All SF Acute Hospitals,6/3/2020,Acute Care,Available,451
All SF Acute Hospitals,6/3/2020,Intensive Care,Available,83
All SF Acute Hospitals,6/3/2020,Intensive Care,COVID-19 (Confirmed & Suspected),21
All SF Acute Hospitals,6/3/2020,Intensive Care,Other Patients,175
All SF Acute Hospitals,6/3/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,6/3/2020,Acute Care,Other Patients,803
All SF Acute Hospitals,6/3/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/3/2020,Acute Care Surge,Available,451
All SF Acute Hospitals,6/4/2020,Acute Care,Available,459
All SF Acute Hospitals,6/4/2020,Intensive Care,Available,85
All SF Acute Hospitals,6/4/2020,Intensive Care,COVID-19 (Confirmed & Suspected),22
All SF Acute Hospitals,6/4/2020,Intensive Care,Other Patients,172
All SF Acute Hospitals,6/4/2020,Acute Care,COVID-19 (Confirmed & Suspected),48
All SF Acute Hospitals,6/4/2020,Acute Care,Other Patients,795
All SF Acute Hospitals,6/4/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/4/2020,Acute Care Surge,Available,459
All SF Acute Hospitals,6/5/2020,Acute Care,Available,486
All SF Acute Hospitals,6/5/2020,Intensive Care,Available,90
All SF Acute Hospitals,6/5/2020,Intensive Care,COVID-19 (Confirmed & Suspected),19
All SF Acute Hospitals,6/5/2020,Intensive Care,Other Patients,170
All SF Acute Hospitals,6/5/2020,Acute Care,COVID-19 (Confirmed & Suspected),44
All SF Acute Hospitals,6/5/2020,Acute Care,Other Patients,772
All SF Acute Hospitals,6/5/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/5/2020,Acute Care Surge,Available,486
All SF Acute Hospitals,6/6/2020,Acute Care,Available,525
All SF Acute Hospitals,6/6/2020,Intensive Care,Available,114
All SF Acute Hospitals,6/6/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,6/6/2020,Intensive Care,Other Patients,150
All SF Acute Hospitals,6/6/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,6/6/2020,Acute Care,Other Patients,741
All SF Acute Hospitals,6/6/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/6/2020,Acute Care Surge,Available,525
All SF Acute Hospitals,6/7/2020,Acute Care,Available,535
All SF Acute Hospitals,6/7/2020,Intensive Care,Available,119
All SF Acute Hospitals,6/7/2020,Intensive Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,6/7/2020,Intensive Care,Other Patients,146
All SF Acute Hospitals,6/7/2020,Acute Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,6/7/2020,Acute Care,Other Patients,728
All SF Acute Hospitals,6/7/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/7/2020,Acute Care Surge,Available,535
All SF Acute Hospitals,6/8/2020,Acute Care,Available,541
All SF Acute Hospitals,6/8/2020,Intensive Care,Available,112
All SF Acute Hospitals,6/8/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,6/8/2020,Intensive Care,Other Patients,152
All SF Acute Hospitals,6/8/2020,Acute Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,6/8/2020,Acute Care,Other Patients,723
All SF Acute Hospitals,6/8/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/8/2020,Acute Care Surge,Available,541
All SF Acute Hospitals,6/9/2020,Acute Care,Available,516
All SF Acute Hospitals,6/9/2020,Intensive Care,Available,102
All SF Acute Hospitals,6/9/2020,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,6/9/2020,Intensive Care,Other Patients,164
All SF Acute Hospitals,6/9/2020,Acute Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,6/9/2020,Acute Care,Other Patients,748
All SF Acute Hospitals,6/9/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/9/2020,Acute Care Surge,Available,516
All SF Acute Hospitals,6/10/2020,Acute Care,Available,607
All SF Acute Hospitals,6/10/2020,Intensive Care,Available,90
All SF Acute Hospitals,6/10/2020,Intensive Care,COVID-19 (Confirmed & Suspected),14
All SF Acute Hospitals,6/10/2020,Intensive Care,Other Patients,175
All SF Acute Hospitals,6/10/2020,Acute Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,6/10/2020,Acute Care,Other Patients,656
All SF Acute Hospitals,6/10/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/10/2020,Acute Care Surge,Available,607
All SF Acute Hospitals,6/11/2020,Acute Care,Available,448
All SF Acute Hospitals,6/11/2020,Intensive Care,Available,87
All SF Acute Hospitals,6/11/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,6/11/2020,Intensive Care,Other Patients,177
All SF Acute Hospitals,6/11/2020,Acute Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,6/11/2020,Acute Care,Other Patients,815
All SF Acute Hospitals,6/11/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/11/2020,Acute Care Surge,Available,448
All SF Acute Hospitals,6/12/2020,Acute Care,Available,497
All SF Acute Hospitals,6/12/2020,Intensive Care,Available,98
All SF Acute Hospitals,6/12/2020,Intensive Care,COVID-19 (Confirmed & Suspected),13
All SF Acute Hospitals,6/12/2020,Intensive Care,Other Patients,168
All SF Acute Hospitals,6/12/2020,Acute Care,COVID-19 (Confirmed & Suspected),33
All SF Acute Hospitals,6/12/2020,Acute Care,Other Patients,772
All SF Acute Hospitals,6/12/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/12/2020,Acute Care Surge,Available,497
All SF Acute Hospitals,6/13/2020,Acute Care,Available,539
All SF Acute Hospitals,6/13/2020,Intensive Care,Available,109
All SF Acute Hospitals,6/13/2020,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,6/13/2020,Intensive Care,Other Patients,158
All SF Acute Hospitals,6/13/2020,Acute Care,COVID-19 (Confirmed & Suspected),37
All SF Acute Hospitals,6/13/2020,Acute Care,Other Patients,726
All SF Acute Hospitals,6/13/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/13/2020,Acute Care Surge,Available,539
All SF Acute Hospitals,6/14/2020,Acute Care,Available,536
All SF Acute Hospitals,6/14/2020,Intensive Care,Available,112
All SF Acute Hospitals,6/14/2020,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,6/14/2020,Intensive Care,Other Patients,159
All SF Acute Hospitals,6/14/2020,Acute Care,COVID-19 (Confirmed & Suspected),38
All SF Acute Hospitals,6/14/2020,Acute Care,Other Patients,728
All SF Acute Hospitals,6/14/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/14/2020,Acute Care Surge,Available,536
All SF Acute Hospitals,6/15/2020,Acute Care,Available,506
All SF Acute Hospitals,6/15/2020,Intensive Care,Available,102
All SF Acute Hospitals,6/15/2020,Intensive Care,COVID-19 (Confirmed & Suspected),8
All SF Acute Hospitals,6/15/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,6/15/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,6/15/2020,Acute Care,Other Patients,760
All SF Acute Hospitals,6/15/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/15/2020,Acute Care Surge,Available,506
All SF Acute Hospitals,6/16/2020,Acute Care,Available,479
All SF Acute Hospitals,6/16/2020,Intensive Care,Available,108
All SF Acute Hospitals,6/16/2020,Intensive Care,COVID-19 (Confirmed & Suspected),11
All SF Acute Hospitals,6/16/2020,Intensive Care,Other Patients,160
All SF Acute Hospitals,6/16/2020,Acute Care,COVID-19 (Confirmed & Suspected),37
All SF Acute Hospitals,6/16/2020,Acute Care,Other Patients,786
All SF Acute Hospitals,6/16/2020,Intensive Care Surge,Available,312
All SF Acute Hospitals,6/16/2020,Acute Care Surge,Available,479
All SF Acute Hospitals,6/17/2020,Acute Care,Available,450
All SF Acute Hospitals,6/17/2020,Intensive Care,Available,138
All SF Acute Hospitals,6/17/2020,Intensive Care,COVID-19 (Confirmed & Suspected),10
All SF Acute Hospitals,6/17/2020,Intensive Care,Other Patients,175
All SF Acute Hospitals,6/17/2020,Acute Care,COVID-19 (Confirmed & Suspected),39
All SF Acute Hospitals,6/17/2020,Acute Care,Other Patients,798
All SF Acute Hospitals,6/17/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/17/2020,Acute Care Surge,Available,450
All SF Acute Hospitals,6/18/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/18/2020,Acute Care Surge,Available,465
All SF Acute Hospitals,6/18/2020,Acute Care,Available,465
All SF Acute Hospitals,6/18/2020,Intensive Care,Available,141
All SF Acute Hospitals,6/18/2020,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,6/18/2020,Intensive Care,Other Patients,170
All SF Acute Hospitals,6/18/2020,Acute Care,COVID-19 (Confirmed & Suspected),29
All SF Acute Hospitals,6/18/2020,Acute Care,Other Patients,793
All SF Acute Hospitals,6/19/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/19/2020,Acute Care Surge,Available,485
All SF Acute Hospitals,6/19/2020,Acute Care,Available,485
All SF Acute Hospitals,6/19/2020,Intensive Care,Available,126
All SF Acute Hospitals,6/19/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,6/19/2020,Intensive Care,Other Patients,182
All SF Acute Hospitals,6/19/2020,Acute Care,COVID-19 (Confirmed & Suspected),36
All SF Acute Hospitals,6/19/2020,Acute Care,Other Patients,766
All SF Acute Hospitals,6/20/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/20/2020,Acute Care Surge,Available,513
All SF Acute Hospitals,6/20/2020,Acute Care,Available,513
All SF Acute Hospitals,6/20/2020,Intensive Care,Available,131
All SF Acute Hospitals,6/20/2020,Intensive Care,COVID-19 (Confirmed & Suspected),12
All SF Acute Hospitals,6/20/2020,Intensive Care,Other Patients,180
All SF Acute Hospitals,6/20/2020,Acute Care,COVID-19 (Confirmed & Suspected),32
All SF Acute Hospitals,6/20/2020,Acute Care,Other Patients,742
All SF Acute Hospitals,6/21/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/21/2020,Acute Care Surge,Available,525
All SF Acute Hospitals,6/21/2020,Acute Care,Available,525
All SF Acute Hospitals,6/21/2020,Intensive Care,Available,139
All SF Acute Hospitals,6/21/2020,Intensive Care,COVID-19 (Confirmed & Suspected),15
All SF Acute Hospitals,6/21/2020,Intensive Care,Other Patients,169
All SF Acute Hospitals,6/21/2020,Acute Care,COVID-19 (Confirmed & Suspected),34
All SF Acute Hospitals,6/21/2020,Acute Care,Other Patients,728
All SF Acute Hospitals,6/22/2020,Intensive Care Surge,Available,268
All SF Acute Hospitals,6/22/2020,Acute Care Surge,Available,474
All SF Acute Hospitals,6/22/2020,Acute Care,Available,474
All SF Acute Hospitals,6/22/2020,Intensive Care,Available,134
All SF Acute Hospitals,6/22/2020,Intensive Care,COVID-19 (Confirmed & Suspected),18
All SF Acute Hospitals,6/22/2020,Intensive Care,Other Patients,171
All SF Acute Hospitals,6/22/2020,Acute Care,COVID-19 (Confirmed & Suspected),33
